alpha	beta
658709627	462326810
658714246	523504364
658855616	615652430
658938764	346026560
658990463	440381678
658991785	468481820
659142608	329894222
659383651	475907540
659388583	739699574
659516137	446056844
659664182	404088026
659668078	390353324
659971670	512281346
660762331	587629004
660878515	812231906
660984607	773803418
661143778	595166936
661203793	727826630
661374934	797595458
661879798	713806502
661909001	777697466
662210866	360817124
662380546	340917314
662519032	775384916
662563802	443702768
662713948	820141268
662780779	622667030
662838629	388638410
663001919	367760750
663090563	602366504
663161287	438923336
663348085	535537580
664168642	594158360
664462516	720275558
664538039	347526140
664657510	736372922
664784885	341955860
664892698	773418290
664912033	404134592
665072170	429136826
665114486	764456684
665239846	550553036
665240240	593768822
665717581	585029318
666088454	476737430
666098027	788774162
666154559	571897238
666390710	805553672
666438845	542283062
666639226	348979604
666803203	585494564
667043384	521309228
667180966	455806616
667241060	460996790
667324865	607382798
667489921	793790780
667638092	372597800
667696757	376413080
667838872	520889090
667844999	823323866
668524958	541886108
668654852	509757710
669003218	365576342
669470752	571234370
669580897	476561966
669722165	776880086
669768764	623836040
669995290	462142904
670023703	399891848
670418144	542897672
670486423	685936688
670569470	462918380
671110253	362651324
671323588	451230638
671403833	377387186
671416081	585405374
671475196	676769972
671477315	586100066
671571935	424807142
671721145	460478066
672232037	599810360
672810874	791831498
672924868	431405960
672952391	374545706
672960652	687591320
673037614	455886896
673169519	479627276
673173097	771920312
673437046	426996104
673651450	722971724
673667755	674585420
673825025	635226008
673894325	589647470
674070902	621749354
674678164	790616768
674901500	529598696
674937490	354628346
675024850	633836210
675189155	809586572
675755905	737607578
675892517	436995806
675895577	532034420
676247291	674846618
676257719	507220952
676561243	462979256
677061466	391580564
677087095	693386816
677962234	760092512
678044744	376178306
678683453	782084930
678691061	342589550
679007174	768862976
679503617	355977014
679562983	373362908
679591010	522183020
679615139	654927404
679624331	683159378
679704050	785239142
679709483	720393080
680338238	506269058
680389403	818185010
680460178	547499606
680516138	739789304
680769884	695058296
680834200	359607038
680943515	585873266
681004813	481514738
681195533	767252408
681282307	459586040
681398959	699554822
681612260	367196630
681783760	356262656
682020182	360403340
682176476	555597068
682626116	552447230
682817678	560338808
682872880	393740186
682931672	540329000
683731912	344674184
683916034	444634592
684404821	722917724
684785167	505936796
684787762	504414698
685568077	361934042
686213744	414216914
686754091	610270484
686812753	514837688
686818223	515162588
686960951	385623878
686968301	529571984
687027593	717127466
687068917	440997710
687118243	593484170
687237740	474046664
687252407	713502644
687275683	356503748
687345064	503245778
687961556	837563090
688128386	604498334
688190803	704280614
688399400	506999786
688494559	517209224
688538747	512303306
688557163	729203360
688562255	607027226
688579985	633364484
688690304	594090662
688721342	450921488
688964984	583503044
689075155	756573476
689411914	495021632
689556220	459090590
689705692	702596696
689864128	469521860
689943445	637192148
690056792	446413568
690489278	446348660
690756652	564554588
691025885	812831360
691303687	658719482
691685647	781949678
691926358	825123596
692058518	570999020
692262265	793419602
692466430	487077710
692995523	827762936
693123130	619073654
693363293	645423224
693538547	555948122
693565840	455748890
693589559	732431192
693633860	720864788
693713390	431567312
693767311	806676440
693917536	387562892
694088447	635714996
694482491	806322704
694574852	822944012
694709110	753387728
694881590	550838012
695000503	351997592
695091086	409573760
695305877	417418592
695482223	651591068
695598782	606560270
695599967	410083736
695650670	620119526
695919415	515657048
696117895	556746494
696338579	815034164
696442129	775313942
696453884	749115374
696829238	820806836
696874274	510439784
697046651	712436288
697128545	425107076
697324814	382458704
697860392	813524666
697874617	801009248
697908742	473903996
697997248	396621284
698107295	446131040
698844584	480900686
698851307	439067642
699049103	524241230
699244918	571140896
699347636	712734746
699350273	355137134
699381383	833736650
699511537	802056290
699822125	490435088
699977663	513373910
700027547	545672012
700065472	633237638
700124111	515477444
700426792	719455118
700462810	558434120
700763335	666528890
701184721	469337612
701203457	549958892
701459476	383124920
701487821	550587308
701562865	571073270
701667784	580127630
701710108	502070036
702097502	606723008
702441742	566292398
702448238	678651296
702516970	484038554
702561640	425378786
702615410	679738154
703198390	564418148
703341803	746022650
703390726	499034498
704031298	601184732
704055181	709827458
704109221	692821670
704171758	687894170
704672462	766783076
704676398	634837388
705134486	614432174
705238487	794516702
705373406	738969818
705763619	515531318
705962020	473253350
705992837	697561448
706161137	479558120
706166785	789239480
706429102	700613834
706465643	737943836
706770397	765269240
706890560	557088368
707895425	593372570
708776558	765791942
709149619	780366218
709256969	784011524
709404794	529250702
709427558	535191278
709546475	802467302
709684876	631036184
709793641	824260010
709816106	667170932
709907075	533903054
710149231	646786796
710225638	556251224
710288434	409384058
710371726	814909766
710591785	615859772
710613461	402334556
710649034	746688758
711094949	637416266
711139700	558628682
711356434	761249102
711455731	713109506
711468242	541402808
711878771	551797808
712021829	482275094
712221736	753448082
712302649	784361084
712357921	380878988
712411792	496284494
712900270	434629274
713081369	364297226
713384050	581806364
714093133	486701204
714322763	385667384
714374087	502014920
714512633	515004620
714592835	794139926
714673339	357474434
714876710	364784828
714941656	742241408
715082773	550926464
715206173	743254736
715699954	539553398
716109361	609265166
716190863	693494636
716578549	743857214
716704430	846925268
716829563	372687080
716857967	615775190
717016741	789519866
717383102	744367766
717613550	536768852
718309033	636591362
718743323	649885460
718801549	377786084
719057725	832756118
719279326	695516090
719430962	530532104
719480083	710109086
719517134	749474024
719751814	673321532
719885704	364956422
720136858	760569224
720241304	789938438
720251926	783309308
720302938	630329486
720658760	780552590
720734251	776224652
721084295	773480174
721326508	613076108
721439912	611210930
721479868	668959538
721666141	805734950
721749013	544537958
721793438	607940492
722041223	447390590
722208535	490248032
722262970	397941692
722288912	559874156
722355155	758608646
722396602	666791258
722559367	696702974
722801959	579571700
722961560	408640928
723681721	595946984
723700636	513880178
723848792	496954166
723902137	654505826
723999322	673381292
724138330	410152712
724525724	672583928
724765111	731156576
724915454	727927682
725029379	377587040
725081296	704901056
725225852	566666258
725279870	841176122
725394592	481249328
725442545	416899094
725553157	440068388
725575705	559444550
725618497	716705096
725983891	659059124
726228470	371702624
726350696	843941102
726847571	825454922
727423009	825868112
727515364	369388760
727921546	723719192
727953997	520977038
728089094	480902162
728290550	734740628
728318258	481784180
728464663	665161538
728588744	456867302
728715808	404524472
728761639	829107878
728829707	609688238
729321365	455849564
730054547	736450430
730340779	637000142
730531031	597805790
730863394	755028356
731075135	547535048
731194766	380261336
731247715	716096426
731361377	742348688
731468815	653935748
731511245	546456884
731537833	844914848
731911700	806669276
731915002	568156298
732147110	412874906
732219202	528415916
732271883	791282498
732357253	503716766
732390161	444863804
732497101	462063974
732537263	677889698
732546380	480245108
732746056	490166438
732816053	520040174
734092957	860872118
734101682	685514462
734321018	708764972
734323718	645997910
734403776	463230068
734438288	535701902
734611412	510894716
734871376	804091658
734906456	451230494
735041542	400164350
735109714	466639628
735264055	669249842
735409066	681272330
736169783	778300448
736225235	688589528
736351424	701234870
736555871	537907100
736567906	827860082
736684037	808060820
736895513	552020126
737394974	629075156
737589218	768969770
737641741	622162256
737928899	861647756
737934290	809093462
738051460	478487498
738747140	814298630
739205047	570797150
739249975	735339596
739432625	689842598
739618294	840866072
739887563	732895736
740088863	468505400
740336162	774999284
740462687	799508138
740858690	717657170
741744256	731073488
741934112	697723484
741959834	383675846
742238585	781837556
742455200	674112506
742899386	619662128
743255705	750053120
743255744	490788734
743278699	606706880
743450392	498539948
743816582	577679954
743896612	443512796
744028862	524578406
744227474	823569908
744292940	486365180
744383903	821521436
744862034	504396770
744948832	440630474
745251914	398750594
745781848	691322774
746309666	833174924
746341141	719611826
746427646	535484408
746885536	736992248
746962012	435255224
746989783	589538912
747334471	828494762
747347633	741029468
747453890	509065772
747998222	697798814
748211654	781948364
748279408	691358036
748369364	462719228
748505710	829768262
748846748	543436646
749100904	850404200
749433434	565145402
749631703	710934962
749709109	402169532
749836501	438417212
750013813	409548200
750072610	613327496
750225772	734601344
750626188	691354058
750820003	774687128
750827119	522810050
750897481	768770618
751019095	575836160
751298315	652226036
751466135	776299208
751720978	744508598
